"category","sales","ship_date","product_id","city","profit","state","zipcode","row_id","region","ship_mode","order_id","segment","sub_category","order_date","quantity","discount","country","customer_name","product_name","customer_id"
"Office Supplies","8.448","2017-11-21","OFF-BI-10001116","Seattle","2.9568","Washington","98105","1656","West","First Class","US-2017-132444","Consumer","Binders","2017-11-18","2","","United States","Christina DeMoss","Wilson Jones 1"" Hanging DublLock Ring Binders","CD-12280"
"Office Supplies","95.94","2017-11-21","OFF-ST-10000563","Seattle","9.594","Washington","98105","1657","West","First Class","US-2017-132444","Consumer","Storage","2017-11-18","3","0","United States","Christina DeMoss","Fellowes Bankers Box Stor/Drawer Steel Plus","CD-12280"
"Furniture","34.79","2014-05-15","FUR-FU-10000010","Milwaukee","10.7849","Wisconsin","53209","1658","Central","First Class","CA-2014-127159","Consumer","Furnishings","2014-05-12","7","0","United States","Hunter Lopez","DAX Value U-Channel Document Frames, Easel Back","HL-15040"
"Technology","160.776","2017-01-26","TEC-PH-10004922","Los Angeles","10.0485","California","90045","1659","West","Standard Class","CA-2017-161809","Consumer","Phones","2017-01-20","3","","United States","Thea Hendricks","RCA Visys Integrated PBX 8-Line Router","TH-21100"
"Office Supplies","88.752","2017-11-06","OFF-BI-10004330","Seattle","27.735","Washington","98115","1660","West","Standard Class","CA-2017-127285","Consumer","Binders","2017-10-30","3","","United States","Michelle Moray","GBC Velobind Prepunched Cover Sets, Regency Series","MM-18055"
"Office Supplies","13.904","2017-11-06","OFF-BI-10002072","Seattle","5.214","Washington","98115","1661","West","Standard Class","CA-2017-127285","Consumer","Binders","2017-10-30","2","","United States","Michelle Moray","Cardinal Slant-D Ring Binders","MM-18055"
"Technology","677.58","2017-05-06","TEC-PH-10002549","Philadelphia","-158.102","Pennsylvania","19143","1662","East","Standard Class","CA-2017-144526","Corporate","Phones","2017-04-30","5","","United States","Quincy Jones","Polycom SoundPoint IP 450 VoIP phone","QJ-19255"
"Office Supplies","13.896","2017-05-06","OFF-BI-10002353","Philadelphia","-9.264","Pennsylvania","19143","1663","East","Standard Class","CA-2017-144526","Corporate","Binders","2017-04-30","3","","United States","Quincy Jones","GBC VeloBind Cover Sets","QJ-19255"
"Office Supplies","41.92","2016-11-26","OFF-ST-10001325","Dallas","3.668","Texas","75217","1664","Central","Second Class","CA-2016-128531","Consumer","Storage","2016-11-24","5","","United States","Neola Schneider","Sterilite Officeware Hinged File Box","NS-18505"
"Technology","297.576","2016-11-26","TEC-AC-10002049","Dallas","-7.4394","Texas","75217","1665","Central","Second Class","CA-2016-128531","Consumer","Accessories","2016-11-24","3","","United States","Neola Schneider","Logitech G19 Programmable Gaming Keyboard","NS-18505"
"Office Supplies","4.344","2016-11-26","OFF-FA-10002676","Dallas","0.8688","Texas","75217","1666","Central","Second Class","CA-2016-128531","Consumer","Fasteners","2016-11-24","3","","United States","Neola Schneider","Colored Push Pins","NS-18505"
"Technology","94.992","2016-11-26","TEC-AC-10003023","Dallas","-2.3748","Texas","75217","1667","Central","Second Class","CA-2016-128531","Consumer","Accessories","2016-11-24","2","","United States","Neola Schneider","Logitech G105 Gaming Keyboard","NS-18505"
"Office Supplies","74.352","2016-11-26","OFF-PA-10000167","Dallas","23.235","Texas","75217","1668","Central","Second Class","CA-2016-128531","Consumer","Paper","2016-11-24","3","","United States","Neola Schneider","Xerox 1925","NS-18505"
"Office Supplies","14.04","2016-11-26","OFF-AR-10003405","Dallas","1.5795","Texas","75217","1669","Central","Second Class","CA-2016-128531","Consumer","Art","2016-11-24","3","","United States","Neola Schneider","Dixon My First Ticonderoga Pencil, #2","NS-18505"
"Furniture","1018.104","2015-01-15","FUR-TA-10001889","New York City","-373.3048","New York","10011","1670","East","Standard Class","US-2015-157154","Consumer","Tables","2015-01-10","4","","United States","Michael Moore","Bush Advantage Collection Racetrack Conference Table","MM-17920"
"Technology","16.68","2017-10-26","TEC-PH-10002185","Houston","5.2125","Texas","77095","1671","Central","Standard Class","CA-2017-159457","Consumer","Phones","2017-10-19","3","","United States","Rick Duston","QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3","RD-19480"
"Technology","58.58","2016-03-25","TEC-AC-10001013","North Las Vegas","19.3314","Nevada","89031","1672","West","First Class","CA-2016-107615","Corporate","Accessories","2016-03-22","2","0","United States","Robert Barroso","Logitech ClearChat Comfort/USB Headset H390","RB-19645"
"Technology","167.968","2017-07-07","TEC-PH-10002726","Plano","62.988","Texas","75023","1673","Central","Standard Class","CA-2017-111647","Consumer","Phones","2017-07-03","4","","United States","Rob Dowd","netTALK DUO VoIP Telephone Service","RD-19585"
"Office Supplies","196.62","2015-12-12","OFF-LA-10003930","Suffolk","96.3438","Virginia","23434","1674","South","First Class","CA-2015-150560","Consumer","Labels","2015-12-11","2","0","United States","Shaun Weien","Dot Matrix Printer Tape Reel Labels, White, 5000/Box","SW-20455"
"Furniture","21.936","2015-09-21","FUR-FU-10003535","Houston","-10.4196","Texas","77041","1675","Central","Standard Class","CA-2015-143077","Corporate","Furnishings","2015-09-17","2","","United States","Sylvia Foulston","Howard Miller Distant Time Traveler Alarm Clock","SF-20965"
"Office Supplies","6.588","2015-09-21","OFF-BI-10000088","Houston","-10.2114","Texas","77041","1676","Central","Standard Class","CA-2015-143077","Corporate","Binders","2015-09-17","3","","United States","Sylvia Foulston","GBC Imprintable Covers","SF-20965"
"Office Supplies","104.28","2016-05-24","OFF-ST-10000604","San Francisco","26.07","California","94110","1677","West","Standard Class","CA-2016-122728","Consumer","Storage","2016-05-18","3","0","United States","Eric Barreto","Home/Office Personal File Carts","EB-13930"
"Office Supplies","17.94","2016-05-24","OFF-PA-10004040","San Francisco","8.7906","California","94110","1678","West","Standard Class","CA-2016-122728","Consumer","Paper","2016-05-18","3","0","United States","Eric Barreto","Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright)","EB-13930"
"Office Supplies","64.784","2014-09-13","OFF-ST-10002344","Philadelphia","-14.5764","Pennsylvania","19134","1679","East","Standard Class","CA-2014-122882","Corporate","Storage","2014-09-07","1","","United States","Sean Braxton","Carina 42""Hx23 3/4""W Media Storage Unit","SB-20290"
"Technology","32.382","2014-09-13","TEC-PH-10003589","Philadelphia","4.3176","Pennsylvania","19134","1680","East","Standard Class","CA-2014-122882","Corporate","Phones","2014-09-07","3","","United States","Sean Braxton","invisibleSHIELD by ZAGG Smudge-Free Screen Protector","SB-20290"
"Furniture","42.368","2014-09-13","FUR-FU-10000758","Philadelphia","8.4736","Pennsylvania","19134","1681","East","Standard Class","CA-2014-122882","Corporate","Furnishings","2014-09-07","2","","United States","Sean Braxton","DAX Natural Wood-Tone Poster Frame","SB-20290"
"Technology","399.54","2014-09-13","TEC-MA-10004679","Philadelphia","-559.356","Pennsylvania","19134","1682","East","Standard Class","CA-2014-122882","Corporate","Machines","2014-09-07","4","","United States","Sean Braxton","StarTech.com 10/100 VDSL2 Ethernet Extender Kit","SB-20290"
"Office Supplies","18.97","2016-10-01","OFF-PA-10000176","Los Angeles","9.1056","California","90008","1683","West","Second Class","US-2016-101497","Consumer","Paper","2016-09-29","1","0","United States","Pamela Stobb","Xerox 1887","PS-18760"
"Furniture","14.82","2016-11-12","FUR-FU-10002597","San Francisco","6.2244","California","94110","1684","West","Standard Class","CA-2016-147585","Corporate","Furnishings","2016-11-07","3","0","United States","Claudia Bergmann","C-Line Magnetic Cubicle Keepers, Clear Polypropylene","CB-12535"
"Office Supplies","99.28","2017-04-27","OFF-AP-10002495","Philadelphia","12.41","Pennsylvania","19143","1685","East","First Class","CA-2017-149489","Corporate","Appliances","2017-04-24","2","","United States","Damala Kotsonis","Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets","DK-12835"
"Office Supplies","1.188","2017-04-27","OFF-BI-10002813","Philadelphia","-0.99","Pennsylvania","19143","1686","East","First Class","CA-2017-149489","Corporate","Binders","2017-04-24","2","","United States","Damala Kotsonis","Avery Reinforcements for Hole-Punch Pages","DK-12835"
"Office Supplies","7.518","2017-04-27","OFF-BI-10002414","Philadelphia","-5.7638","Pennsylvania","19143","1687","East","First Class","CA-2017-149489","Corporate","Binders","2017-04-24","2","","United States","Damala Kotsonis","GBC ProClick Spines for 32-Hole Punch","DK-12835"
"Office Supplies","10.368","2017-12-12","OFF-PA-10000788","Philadelphia","3.6288","Pennsylvania","19140","1688","East","First Class","CA-2017-143798","Consumer","Paper","2017-12-10","2","","United States","Anthony Witt","Xerox 210","AW-10840"
"Furniture","310.88","2017-12-12","FUR-FU-10004306","Philadelphia","23.316","Pennsylvania","19140","1689","East","First Class","CA-2017-143798","Consumer","Furnishings","2017-12-10","2","","United States","Anthony Witt","Electrix Halogen Magnifier Lamp","AW-10840"
"Furniture","853.092","2014-08-20","FUR-TA-10001539","Philadelphia","-227.4912","Pennsylvania","19143","1690","East","Standard Class","CA-2014-142839","Consumer","Tables","2014-08-16","6","","United States","Troy Staebel","Chromcraft Rectangular Conference Tables","TS-21610"
"Office Supplies","33.45","2017-12-15","OFF-PA-10000575","Indianapolis","15.387","Indiana","46203","1691","Central","Standard Class","CA-2017-129833","Consumer","Paper","2017-12-09","5","0","United States","Herbert Flentye","Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page","HF-14995"
"Office Supplies","10.4","2017-12-15","OFF-BI-10004182","Indianapolis","5.096","Indiana","46203","1692","Central","Standard Class","CA-2017-129833","Consumer","Binders","2017-12-09","5","0","United States","Herbert Flentye","Economy Binders","HF-14995"
"Furniture","21.88","2016-03-19","FUR-FU-10004020","Columbus","6.2905","Ohio","43229","1693","East","Standard Class","US-2016-154361","Consumer","Furnishings","2016-03-14","5","","United States","Henia Zydlo","Advantus Panel Wall Acrylic Frame","HZ-14950"
"Technology","13.616","2016-06-29","TEC-AC-10003133","Plano","3.5742","Texas","75023","1694","Central","Second Class","US-2016-158708","Home Office","Accessories","2016-06-26","2","","United States","Alejandro Ballentine","Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive","AB-10255"
"Technology","63.96","2015-09-28","TEC-AC-10002006","Bayonne","19.8276","New Jersey","7002","1695","East","Second Class","CA-2015-156335","Home Office","Accessories","2015-09-25","4","0","United States","Phillina Ober","Memorex Micro Travel Drive 16 GB","PO-19195"
"Office Supplies","14.46","2015-09-28","OFF-BI-10003314","Bayonne","7.0854","New Jersey","7002","1696","East","Second Class","CA-2015-156335","Home Office","Binders","2015-09-25","3","0","United States","Phillina Ober","Tuff Stuff Recycled Round Ring Binders","PO-19195"
"Technology","104.98","2015-09-28","TEC-PH-10002726","Bayonne","52.49","New Jersey","7002","1697","East","Second Class","CA-2015-156335","Home Office","Phones","2015-09-25","2","0","United States","Phillina Ober","netTALK DUO VoIP Telephone Service","PO-19195"
"Office Supplies","106.96","2015-12-31","OFF-AP-10000240","Los Angeles","31.0184","California","90008","1698","West","Standard Class","CA-2015-148376","Consumer","Appliances","2015-12-27","2","0","United States","Arthur Gainer","Belkin F9G930V10-GRY 9 Outlet Surge","AG-10900"
"Office Supplies","21.56","2015-12-31","OFF-LA-10002381","Los Angeles","10.3488","California","90008","1699","West","Standard Class","CA-2015-148376","Consumer","Labels","2015-12-27","7","0","United States","Arthur Gainer","Avery 497","AG-10900"
"Furniture","515.88","2014-06-07","FUR-TA-10004086","Seattle","113.4936","Washington","98115","1700","West","Second Class","CA-2014-135657","Consumer","Tables","2014-06-03","6","0","United States","Steven Cartwright","KI Adjustable-Height Table","SC-20725"
"Office Supplies","11.808","2015-07-15","OFF-BI-10000320","New York City","4.2804","New York","10035","1701","East","Second Class","CA-2015-114069","Consumer","Binders","2015-07-13","2","","United States","Natalie DeCherney","GBC Plastic Binding Combs","ND-18370"
"Furniture","1931.04","2015-07-15","FUR-CH-10000595","New York City","321.84","New York","10035","1702","East","Second Class","CA-2015-114069","Consumer","Chairs","2015-07-13","9","","United States","Natalie DeCherney","Safco Contoured Stacking Chairs","ND-18370"
"Office Supplies","9.96","2015-07-15","OFF-PA-10000349","New York City","4.6812","New York","10035","1703","East","Second Class","CA-2015-114069","Consumer","Paper","2015-07-13","2","0","United States","Natalie DeCherney","Easy-staple paper","ND-18370"
"Office Supplies","12.35","2014-02-06","OFF-FA-10001843","San Diego","5.8045","California","92037","1704","West","Standard Class","CA-2014-139857","Home Office","Fasteners","2014-02-02","5","0","United States","Cynthia Delaney","Staples","CD-12790"
"Office Supplies","9.702","2016-03-08","OFF-BI-10003676","Glendale","-7.1148","Arizona","85301","1705","West","Same Day","CA-2016-106306","Consumer","Binders","2016-03-08","3","","United States","Patrick Gardner","GBC Standard Recycled Report Covers, Clear Plastic Sheets","PG-18820"
"Office Supplies","11.61","2015-11-26","OFF-BI-10003638","Philadelphia","-9.288","Pennsylvania","19120","1706","East","Standard Class","CA-2015-100545","Consumer","Binders","2015-11-22","2","","United States","Irene Maddox","GBC Durable Plastic Covers","IM-15070"
"Office Supplies","43.86","2017-11-05","OFF-LA-10003077","San Francisco","20.6142","California","94122","1707","West","Standard Class","CA-2017-123491","Consumer","Labels","2017-10-30","6","0","United States","Jamie Kunitz","Avery 500","JK-15205"
"Technology","148.48","2017-11-05","TEC-PH-10003505","San Francisco","16.704","California","94122","1708","West","Standard Class","CA-2017-123491","Consumer","Phones","2017-10-30","2","","United States","Jamie Kunitz","Geemarc AmpliPOWER60","JK-15205"
"Office Supplies","7.42","2017-11-05","OFF-PA-10003424","San Francisco","3.71","California","94122","1709","West","Standard Class","CA-2017-123491","Consumer","Paper","2017-10-30","2","0","United States","Jamie Kunitz","""While you Were Out"" Message Book, One Form per Page","JK-15205"
"Furniture","71.992","2017-11-05","FUR-CH-10003061","San Francisco","-0.8999","California","94122","1710","West","Standard Class","CA-2017-123491","Consumer","Chairs","2017-10-30","1","","United States","Jamie Kunitz","Global Leather Task Chair, Black","JK-15205"
